EpisodeIndex,DQNEpisodeReward,DQNAverageReward,DQNEpisodeQ0,DDQNEpisodeReward,DDQNAverageReward,DDQNEpisodeQ0
1,-20,-20,0.00693501206114888,-19.04662004662,-19.0466194152832,0.00693501206114888
2,-14,-17,0.453210264444351,-16,-17.5233097076416,0.22154401242733
3,-12,-15.3333330154419,0.980492949485779,-22,-19.0155391693115,0.931700527667999
4,-13.3647058823529,-14.8411769866943,0.400634407997131,-16.7058823529412,-18.4381256103516,0.317631661891937
5,-20.4266666666667,-15.9582748413086,1.48704183101654,-13.5866666666667,-17.4678344726562,0.121166437864304
6,-16,-15.9652290344238,0.985562741756439,-18,-17.5565280914307,0.0177409611642361
7,-17.9087947882736,-16.2428817749023,0.763627886772156,-19.586319218241,-17.8464984893799,0.320981323719025
8,-20.8863636363636,-16.8233165740967,0.709234118461609,-19.0378787878788,-17.9954204559326,1.19546341896057
9,-21.1117318435754,-17.2998065948486,0.438934564590454,-14.9608938547486,-17.6582508087158,-0.136017233133316
10,-17.9017632241814,-17.3600025177002,0.959531784057617,-15.352644836272,-17.4276905059814,0.819208920001984
11,-20,-17.6000022888184,1.30750405788422,-12,-16.9342632293701,0.593688189983368
12,-11,-17.0500011444092,0.535592496395111,-17.6775147928994,-16.9962005615234,0.604754388332367
13,-19.0558659217877,-17.2042999267578,0.28433084487915,-17.804469273743,-17.0583763122559,0.672399938106537
14,-20,-17.4039936065674,0.952275514602661,-22,-17.4113483428955,0.549834907054901
15,-19.6802721088435,-17.5557460784912,0.870767712593079,-16,-17.3172588348389,0.0824188888072968
16,-16.6891191709845,-17.501579284668,0.823370099067688,-18.860103626943,-17.4136867523193,0.551449060440063
17,-8,-16.942663192749,1.13643705844879,-14,-17.2128810882568,0.735721468925476
18,-18,-17.0014038085938,1.03035593032837,-18,-17.2566108703613,1.19810104370117
19,-20.8092485549133,-17.2018184661865,3.63820457458496,-20,-17.4009990692139,1.91351890563965
20,-14.7510373443983,-17.0792789459229,1.13625907897949,-19.4356846473029,-17.5027351379395,0.922270536422729
21,-18.0368271954674,-17.1248760223389,0.549476146697998,-19.1303116147309,-17.5802383422852,0.825900018215179
22,-21.1496259351621,-17.3078193664551,0.1544389128685,-14.8503740648379,-17.4561519622803,0.264027118682861
23,-14.7309417040359,-17.1957817077637,5.20365571975708,-16.4887892376682,-17.4140911102295,4.50557422637939
24,-15.382183908046,-17.1202163696289,0.320118308067322,-20,-17.5218372344971,0.300926059484482
25,-18,-17.1554069519043,0.928813219070435,-18,-17.5409641265869,0.798073470592499
26,-15.1266666666667,-17.0773792266846,1.23403978347778,-12.2666666666667,-17.3381061553955,0.963053166866302
27,-18.6217948717949,-17.134578704834,0.825498342514038,-14.9358974358974,-17.2491359710693,0.699863791465759
28,-20.987987987988,-17.2721996307373,0.868764042854309,-13.1351351351351,-17.1022071838379,0.568593859672546
29,-20,-17.3662605285645,1.06480300426483,-13.9468599033816,-16.9934024810791,0.725258469581604
30,-14.578431372549,-17.2733345031738,2.22232365608215,-15.5588235294118,-16.9455833435059,0.619511544704437
31,-22.5695652173913,-17.4441795349121,0.894647240638733,-20.5173913043478,-17.0608024597168,0.660980045795441
32,-13.0883392226148,-17.3080596923828,0.910165190696716,-20.7703180212014,-17.1767253875732,0.571556687355042
33,-8.8252427184466,-17.05100440979,1.12779223918915,-17.1132686084142,-17.1748027801514,0.496140778064728
34,-19.4347826086957,-17.1211166381836,0.606675565242767,-12.7391304347826,-17.0443420410156,-0.0920358896255493
35,-8.92063492063492,-16.8868160247803,3.51781868934631,-18.218253968254,-17.077880859375,0.214753866195679
36,-17.4985250737463,-16.90380859375,0.675244092941284,-15.1002949852507,-17.02294921875,0.116248682141304
37,-20.1009615384615,-16.9902191162109,0.736737310886383,-14.1923076923077,-16.9464435577393,0.209339484572411
38,-12,-16.8588981628418,1.0020557641983,-16.303738317757,-16.9295310974121,0.332156866788864
39,-14.8779527559055,-16.8081035614014,1.06639266014099,-14.5157480314961,-16.867639541626,0.413012981414795
