EpisodeIndex,DQNEpisodeReward,DQNAverageReward,DQNEpisodeQ0,DDQNEpisodeReward,DDQNAverageReward,DDQNEpisodeQ0
1,-19.92,-19.9200000762939,0.0357997417449951,-15.84,-15.8400001525879,0.0357997417449951
2,-19.92,-19.9200000762939,0.772105276584625,-17.88,-16.8600006103516,0.594198167324066
3,-21.129756097561,-20.3232517242432,-0.0724188014864922,-18.3726829268293,-17.3642272949219,0.385836392641068
4,-16.9552263374486,-19.4812469482422,0.887126922607422,-18.6401646090535,-17.6832122802734,0.978866159915924
5,-19.2228571428571,-19.4295692443848,-0.284474194049835,-16.1657142857143,-17.379711151123,0.392624139785767
6,-9.72,-17.8113079071045,0.269610404968262,-17.88,-17.4630947113037,0.871199309825897
7,-13.26,-17.1611194610596,0.38689249753952,-15.76,-17.2197952270508,-1.01536166667938
8,-11.68,-16.4759788513184,0.982976973056793,-17.84,-17.2973213195801,0.330720722675323
9,-13.9481440443213,-16.1951084136963,0.822866439819336,-22.9322991689751,-17.9234275817871,0.942736208438873
10,-16.8956937799043,-16.2651672363281,0.38702517747879,-18.2836363636364,-17.9594478607178,-0.793036818504333
11,-19.92,-16.5974254608154,1.06706643104553,-7.52,-17.0104084014893,0.82707154750824
12,-17.88,-16.7043056488037,-0.153625279664993,-12.5828571428571,-16.6414451599121,1.38944280147552
13,-14.5781818181818,-16.5407581329346,-0.265792191028595,-20.2187012987013,-16.916618347168,1.27578020095825
14,-16.9481188118812,-16.5698547363281,-0.435716062784195,-17.1770297029703,-16.9352207183838,0.509872496128082
15,-17.0099716713881,-16.5991954803467,0.652575135231018,-16.4433994334278,-16.9024314880371,0.626465320587158
16,-18.2606113537118,-16.7030353546143,0.58111846446991,-16.0627074235808,-16.8499488830566,-0.0144332498311996
17,-16.4247953216374,-16.6866683959961,0.684070408344269,-11.76,-16.5505409240723,0.639994263648987
18,-13.972268907563,-16.53586769104,0.807152390480042,-18.4598319327731,-16.6566104888916,0.302070707082748
19,-14.7660975609756,-16.4427223205566,0.458969742059708,-21.3163414634146,-16.9018611907959,0.146557837724686
20,-15.2927102803738,-16.3852195739746,1.01190876960754,-13.8534579439252,-16.7494411468506,-0.0382448136806488
21,-17.88,-16.4563999176025,0.990466296672821,-15.88,-16.7080402374268,0.0822657197713852
22,-12.2607929515418,-16.2656917572021,1.60666024684906,-21.1843171806167,-16.911506652832,0.704535245895386
23,-12.7167251461988,-16.1113891601562,0.741908729076385,-9.73356725146199,-16.599422454834,0.477278709411621
24,-13.3590243902439,-15.9967079162598,1.5075546503067,-19.92,-16.7377796173096,0.224889919161797
25,-19.2114917127072,-16.1252994537354,1.10147500038147,-12.7394475138122,-16.5778465270996,0.174916177988052
26,-19.92,-16.2712478637695,1.01839876174927,-7.64,-16.2340812683105,0.570723831653595
27,-19.96,-16.4078693389893,0.598287284374237,-15.9536363636364,-16.2236957550049,0.919077515602112
28,-9.68,-16.1675891876221,0.951083779335022,-17.88,-16.2828483581543,0.664291143417358
29,-13.68,-16.0818099975586,0.998931407928467,-9.48,-16.048267364502,0.86281943321228
30,-14.8776470588235,-16.0416698455811,0.928749024868011,-13.9482352941176,-15.9782676696777,0.168695867061615
31,-12.2691089108911,-15.919976234436,0.789940774440765,-16.309900990099,-15.9889640808105,0.109975881874561
32,-18.4164028776978,-15.997989654541,0.0711371898651123,-18.5454676258993,-16.0688552856445,0.0151814026758075
33,-17.88,-16.0550212860107,0.602500438690186,-10.4244680851064,-15.8978137969971,-0.0193963944911957
34,-16.2861111111111,-16.0618152618408,0.6870157122612,-14.5112962962963,-15.8570337295532,-0.373932212591171
35,-16.2225352112676,-16.0664081573486,0.772930383682251,-17.9361502347418,-15.9164381027222,0.788332521915436
36,-15.2994392523364,-16.0451030731201,1.08155131340027,-14.407476635514,-15.8745222091675,-0.336977571249008
37,-18.7612598425197,-16.1185131072998,0.0590618811547756,-19.96,-15.9849395751953,-0.186445027589798
38,-14.5384810126582,-16.0769329071045,1.03012454509735,-10.5724050632911,-15.8425035476685,0.227555066347122
39,-13.8182524271845,-16.0190181732178,1.04509234428406,-21.96,-15.9993629455566,-0.967149257659912
40,-18.8442857142857,-16.0896492004395,0.743312180042267,-24,-16.1993789672852,0.174501210451126
41,-13.76,-16.032829284668,0.885277986526489,-15.8,-16.1896381378174,0.0639326348900795
42,-18.6472727272727,-16.0950775146484,0.71953958272934,-12.5109090909091,-16.1020488739014,0.0101685533300042
43,-16.2926086956522,-16.0996723175049,0.895874559879303,-16.63,-16.1143264770508,0.059228703379631
44,-17.88,-16.1401348114014,1.08257210254669,-11.72,-16.0144577026367,0.149780571460724
45,-17.92,-16.1796875,0.286318004131317,-16.63,-16.0281352996826,0.324403434991837
46,-16.8657894736842,-16.19460105896,0.26056706905365,-13.2594736842105,-15.9679460525513,0.361776918172836
47,-15.435838150289,-16.1784572601318,1.10516381263733,-13.9512138728324,-15.9250383377075,0.356304526329041
48,-13.76,-16.1280727386475,0.879600942134857,-16.1774233128834,-15.9302949905396,0.406527668237686
49,-7.6,-15.9540319442749,1.038409948349,-13.8,-15.8868207931519,0.454131513834
50,-12.97,-15.8943510055542,0.196675926446915,-21.96,-16.0082836151123,0.485800385475159
51,-20.1952808988764,-15.9786834716797,1.05174458026886,-11.4258426966292,-15.9184331893921,0.571012079715729
