EpisodeIndex,DQNEpisodeReward,DQNAverageReward,DQNEpisodeQ0,DDQNEpisodeReward,DDQNAverageReward,DDQNEpisodeQ0
1,-20.8222540575248,-20.8222541809082,0.0450100041925907,-15.3053745788674,-15.3053741455078,0.0450100041925907
2,-16.6569887228742,-18.7396202087402,1.27884316444397,-15.9933579172552,-15.6493663787842,0.317354619503021
3,-18.1391912505885,-18.5394763946533,0.293389737606049,-12.731797587534,-14.6768426895142,0.796414852142334
4,-24,-19.9046077728271,0.825161576271057,-13.1679196610926,-14.2996120452881,0.535138428211212
5,-19.0872720553483,-19.7411403656006,1.00411152839661,-18.8967395597673,-15.2190380096436,0.665759682655334
6,-14.1782546282044,-18.8139934539795,1.94729900360107,-21.9977859724184,-16.3488292694092,0.365972101688385
7,-16.3463364460213,-18.4614696502686,1.18240249156952,-11.8595128005146,-15.7074975967407,-0.260939121246338
8,-15.9911438896736,-18.1526794433594,0.755660474300385,-18.3736324212646,-16.0407638549805,-0.215941444039345
9,-17.2562041306374,-18.053071975708,1.22344017028809,-11.4752832993352,-15.5334892272949,0.498520046472549
10,-17.1418788237179,-17.9619541168213,0.921194434165955,-16.0360587178978,-15.5837459564209,0.458125710487366
11,-17.9933579172552,-17.964807510376,1.18383228778839,-15.1311531789291,-15.5426015853882,0.38447031378746
12,-15.4828323011164,-17.7579746246338,1.17976450920105,-13.7191122737696,-15.3906440734863,0.365680396556854
13,-24,-18.238130569458,1.55903816223145,-18.7704279809495,-15.6506280899048,0.205710470676422
14,-17.9933579172552,-18.220645904541,0.870266318321228,-17.9933579172552,-15.817964553833,1.14299654960632
15,-12.8190502352985,-17.8605403900146,0.799253046512604,-18.6808579172552,-16.008825302124,0.966744601726532
16,-13.1200491678437,-17.5642604827881,0.844747722148895,-12.5573449484489,-15.7931070327759,0.785926103591919
17,-16.2238482921893,-17.4854125976562,1.04668653011322,-18.729206973859,-15.9658184051514,0.630071759223938
18,-8.69302177268108,-16.9969463348389,1.81851589679718,-15.9884396702788,-15.9670763015747,0.202158376574516
19,-15.9911438896736,-16.9440078735352,1.06577968597412,-19.9955719448368,-16.1791019439697,0.892665386199951
20,-14.2665994744729,-16.8101387023926,1.18393969535828,-12.2412663106901,-15.9822111129761,0.462575733661652
21,-13.4796637890286,-16.6515464782715,0.730872750282288,-17.9906536978604,-16.0778484344482,0.437264025211334
22,-14.4806076651691,-16.5528659820557,1.44012320041656,-19.9977859724184,-16.2560291290283,1.16237759590149
23,-16.2073601058898,-16.5378437042236,1.14832627773285,-18.3266912505885,-16.3460578918457,-0.59489917755127
24,-13.5835744732538,-16.4147491455078,3.7021369934082,-14.7633087802264,-16.2801113128662,0.39294970035553
25,-13.9862256426972,-16.3176078796387,1.01096034049988,-11.9802184822749,-16.1081161499023,-0.0384500026702881
26,-17.9933579172552,-16.3820610046387,1.04786765575409,-17.9933579172552,-16.1806240081787,1.09431624412537
27,-17.9933579172552,-16.4417381286621,0.939018487930298,-15.1884728337084,-16.1438770294189,0.653325796127319
28,-18.6719723791791,-16.5213890075684,3.14588212966919,-12.4428458572592,-16.011697769165,0.561758697032928
29,-16.6941141867033,-16.5273456573486,0.445641934871674,-16.3002886103245,-16.0216503143311,-0.031116209924221
30,-20.0268945026211,-16.6439971923828,0.907979071140289,-24,-16.2875938415527,-0.364310801029205
31,-18.043919715008,-16.6891555786133,0.499372929334641,-14.1271515856578,-16.217903137207,0.0153787285089493
32,-17.9933579172552,-16.7299118041992,0.662964582443237,-7.97687934055757,-15.9603710174561,-0.166543498635292
33,-18.0526692017364,-16.7699966430664,0.638355255126953,-14.0764152075031,-15.903281211853,-0.0318715460598469
34,-17.9906536978604,-16.8058967590332,1.06684184074402,-9.96707904729456,-15.7286863327026,-0.0516599081456661
35,-15.1167076398698,-16.7576351165771,1.26343083381653,-17.9906536978604,-15.7933139801025,-0.146717846393585
36,-20.6348413512295,-16.8653335571289,0.46692082285881,-14.529604638131,-15.7582111358643,-0.0904898196458817
